name,lat,lng,category
Allah Badshah Lahori Bhasha Food,33.7078835,73.0884451,restaurant
Milko Foods,33.7074853,73.0888669,restaurant
New Ghausia,33.7073826,73.0886597,restaurant
Mallik's,33.7076169,73.0879302,restaurant
یونائیٹڈ بینک لمیٹڈ,33.7067958,73.0875198,bank
National Bank - NBP,33.7065637,73.0870987,bank
Irshad Arcade,33.7069029,73.0864791,supermarket
ایچ بی ایل پاکستان,33.7059969,73.0859668,bank
Utility Store,33.7099374,73.0846582,supermarket
Masjid Ulaa,33.7104938,73.0800643,mosque
The Educators,33.7130336,73.0813704,school
Ghosia Meheria Mosque,33.712583,73.0840277,mosque
Institute of Regional Studies,33.7394941,73.0847776,school
"TLC Daycare, Preschool, Activity Club",33.7372962,73.0794857,school
Sonnet Guest House,33.7305913,73.0809905,mosque
Habib Bank Ltd,33.7312811,73.0780924,bank
National Bank - NBP,33.7302906,73.0788675,bank
Munchies,33.7302041,73.0768512,restaurant
اسٹینڈرڈ چارٹرڈ,33.7303027,73.0762768,bank
Cafe Behbud,33.7302643,73.0761811,cafe
Istanbul Restaurant,33.7301281,73.0766835,restaurant
بینک الفلاح,33.7292331,73.0756487,bank
Naan Dhaaba,33.729404,73.0756767,restaurant
Casa Rouge,33.7295399,73.0750807,restaurant
Muslim Commercial Bank,33.7288678,73.0748309,bank
MeatEX,33.7273962,73.0735672,restaurant
Pizza Party,33.7271383,73.0721657,restaurant
川粤府,33.728528,73.0713584,restaurant
Mall of Islamabad,33.6918001,72.9912137,supermarket
نشاۃ ثانیہ,33.6890285,72.9922833,restaurant
East & West Education System,33.6802391,72.9978087,school
KHAN RESTAURANT,33.6836422,72.9910535,restaurant
Food Point,33.6831762,72.9880481,restaurant
NIB Bank F-11 Markaz,33.6831523,72.9881701,bank
Meezan Bank Ltd,33.683442,72.9872224,bank
Silkbank,33.6839771,72.9868437,bank
Samba Bank Limited,33.6832673,72.9892792,bank
Shaheen Chemist,33.683332,72.9888393,pharmacy
The Nutella Spot,33.6842369,72.9863481,cafe
Bank Alfalah Limited,33.6844591,72.9859666,bank
"Habib Bank Ltd., F11 Markaz",33.6845702,72.9858917,bank
Manolo Gelato Cafe,33.6847697,72.9882432,cafe
فیصل بینک,33.6846281,72.9890542,bank
United Bank,33.6847218,72.9890729,bank
گلوریا جینز,33.6847241,72.9884052,cafe
Ali Murtaaza Masjid,33.6772585,72.9866208,mosque
Jayson Group,33.6733844,72.98663,restaurant
Bahria Foundation School,33.6739514,72.9861955,school
Masjid Ali Almurtaza,33.6680158,73.0069724,mosque
Pizzano,33.6706196,73.0157558,restaurant
Mashallah Ravi,33.670912,73.0162908,restaurant
Norani Restaurant,33.6711051,73.0166449,restaurant
Usman Restaurant,33.6711184,73.0167937,restaurant
Rehmania Restaurant,33.6716832,73.0177205,restaurant
Foundation Public School,33.6815525,73.0242847,school
Jamia Mosque,33.6856001,73.0127143,mosque
Allied School,33.6801967,73.0032728,school
Masjid Habibiya Noor,33.6776945,73.0092087,mosque
Masjid Rizwan,33.6758643,73.0146917,mosque
Fancy Catering And Party Dacotors,33.674948,73.0149653,restaurant
Khan Shinwari,33.675229,73.0153325,restaurant
Bankislami,33.6742856,73.0160965,bank
Life Care international Hospital,33.676802,73.0153103,hospital
Noori Foods,33.6770706,73.0156061,restaurant
Babari Masjid,33.6775895,73.0160841,mosque
Barsa Cash & Carry,33.6773803,73.0157736,supermarket
عسکری بینک,33.6778909,73.0167347,bank
Shahjee Food Corner,33.6764472,73.0164784,restaurant
Chunga Restaurant,33.6771834,73.0173311,restaurant
Burn Chilli,33.6771527,73.0172399,restaurant
Masjid & Imambargah Imam Hassan A.S,33.6775833,73.0181665,mosque
Masjid Rahmanya Ghausia,33.6806285,73.0177461,mosque
Rasheedia Masjid G-10/3,33.6821535,73.0165885,mosque
The Mount Sinai School,33.6926929,72.9939053,school
Eleve kinderpark and elementary,33.6945585,72.9954958,school
Masjid Haris Bin Sabit,33.6946723,72.9988379,mosque
Al-Rehman Restaurant,33.6949647,72.9993502,restaurant
Razzmatazz,33.6951097,72.9996479,cafe
Smart School System,33.6989016,73.0038184,school
AMN KIDS,33.6994321,73.0048462,school
Imperial International School & College,33.7004745,73.0067885,school
Bank of Khyber,33.6978424,73.0119978,bank
دبئی اسلامی بینک,33.6980249,73.0111572,bank
ایچ بی ایل پاکستان,33.697997,73.0110563,bank
BankIslami,33.6977776,73.0109785,bank
Cafe Paprika,33.6968332,73.0109527,cafe
سب وے,33.6965721,73.0111498,restaurant
ایم سی بی بینک,33.6962796,73.0130564,bank
Italian Oven,33.6955502,73.0136137,restaurant
جے ایس بینک,33.6953059,73.0121253,bank
Toosoo Restaurant,33.6954855,73.013656,restaurant
Soon Valley Associates,33.6949016,73.0139446,school
Orient Restaurant,33.6943654,73.0134683,restaurant
کینٹکی فرائیڈ چکن,33.6942271,73.0132048,restaurant
The Candy Coach,33.6940821,73.0136454,cafe
Habib Metropolitan Bank,33.6942885,73.0145975,bank
Incantare Coffee Cafe,33.6941975,73.0143587,cafe
Sufi Restaurant,33.693319,73.0151834,restaurant
Peshawar Shinwari,33.6932216,73.0149678,restaurant
Bank Al-Habib,33.6927922,73.0139113,bank
National Bank - NBP,33.6930409,73.013738,bank
میزان بینک,33.6930958,73.0141339,bank
The Bank of Punjab,33.6931297,73.0136756,bank
Masjid e Seyadina Bilal,33.6922265,73.0142572,mosque
Alnoor-International Islamabad,33.6890605,73.0147817,school
School of Learning International,33.6878414,73.0142296,school
Beaconhouse School System,33.6866289,73.0119721,school
孙芸旅馆 Restaurant,33.6862838,73.0112525,restaurant
مسجد صغیر,33.6877824,73.0100329,mosque
Kindergarten Branch F- 10/4,33.6855768,73.0099191,school
Step Ahead School,33.683811,73.0064797,school
IHS - Hospital for Children,33.6862496,73.0056544,hospital
Beacon House School System,33.6870921,72.9989879,school
Headstart Junior School,33.6876899,73.0001204,school
Islamabad School Of Law,33.7141361,73.0312601,school
Sadiq's Cafe,33.7150833,73.0336478,cafe
چینی محبت,33.713897,73.0339955,restaurant
Lavista Cheese,33.7135192,73.0338979,restaurant
Huaxiaqing Restaurant,33.7140229,73.0342055,restaurant
Hill House Boarding School,33.7111928,73.032919,school
خصوصی گرم برتن,33.7155204,73.0364167,restaurant
Westminster School & College,33.7207412,73.0415087,school
Chinese Restaurant,33.717214,73.0378757,restaurant
School Nova (Junior Branch),33.717716,73.0384198,school
Daily Meal,33.7192009,73.0431634,restaurant
چوانکسنگ ہوٹل,33.7135207,73.0486339,restaurant
Jamia Masjid Abbasia,33.7159733,73.042616,mosque
Super Karachi Burger,33.7164566,73.0422937,restaurant
Abbasi Restaurant & Naan Shop,33.7166856,73.0423338,restaurant
نیو اورینٹل سنکیانگ ہوٹل,33.7131327,73.0450624,restaurant
Hillsdale School Islamabad,33.7108488,73.0435638,school
Headstart School Boys Branch,33.7106672,73.0438598,school
Alma International,33.71129,73.0338436,school
Alhamd School Of Islam & Modern Sciences,33.7054441,73.03657,school
Super Nova Academy,33.7055182,73.0367506,school
Tree House Kindergarden,33.7039395,73.0356122,school
Roots International Schools,33.7068272,73.0414484,school
Chinese Restaurant,33.7054345,73.0422228,restaurant
الائیڈ بینک لمیٹڈ,33.7126202,73.0370161,bank
OGDCL Medical Centre,33.7129575,73.0375979,hospital
Cafe101,33.712421,73.0376848,cafe
بینک الفلاح,33.712267,73.0372641,bank
Kafe kaam,33.7119288,73.0377914,cafe
Haleem Ghar,33.7119851,73.0388392,restaurant
Silkbank,33.709563,73.0409081,bank
یونائیٹڈ بینک لمیٹڈ,33.7100501,73.0401237,bank
عسکری بینک,33.7098472,73.0397006,bank
Habib Metro Bank,33.7099355,73.0398691,bank
Gourmet Foods,33.7095159,73.0407839,restaurant
Masjid e Rahmania,33.7107157,73.0378867,mosque
نیشنل بینک آف پاکستان,33.7100825,73.0395319,bank
Skans School of Accountancy,33.7104202,73.0400441,school
Burj Bank Limited,33.7105166,73.0404564,bank
Lahori Tikka & Take Away,33.7106399,73.0384334,restaurant
Foody Moody,33.7105273,73.0385462,restaurant
ایچ بی ایل پاکستان,33.7112647,73.0412263,bank
Lodhi Restaurant,33.7104304,73.0412128,restaurant
Roots High School,33.7053633,73.0433227,school
A S A S International School,33.7056604,73.0439008,school
Aims Education System F-8,33.7065037,73.0432228,school
SLS Montessori School,33.7059432,73.0444448,school
Chohan Eye Hospital,33.7090707,73.0503778,hospital
Al-Huda International School,33.7072021,73.0467995,school
Jamia Masjid Rahmatulil Alameen,33.7070594,73.0461113,mosque
Social Cafe,33.7092133,73.0460025,cafe
Mister Naan & Restaurant,33.7091354,73.0460692,restaurant
Mashallah Restaurant,33.7088643,73.0460494,restaurant
Texas Steak House,33.7275103,73.0476565,restaurant
Pops Café,33.7241086,73.0369239,cafe
Naval Mosque,33.7235238,73.0359474,mosque
National Bank,33.7223831,73.0365747,bank
الائیڈ بینک,33.7222006,73.0359143,bank
میزان بینک,33.7218763,73.0361471,bank
بينک الحبيب,33.7217271,73.0367276,bank
عسکری بینک,33.7215661,73.0363658,bank
PNS Hafeez - Naval Hospital,33.7198918,73.0343455,hospital
Allied Bank Bahria University Branch,33.7151149,73.028262,bank
جے ایس بینک,33.7116096,73.057879,bank
MEDICSi,33.7144555,73.0635591,hospital
First Women Bank Ltd. (FWBL),33.7149876,73.0645195,bank
Char Grill Central - CGC,33.7264413,73.0576451,restaurant
Yum Chinese & Thai,33.7215553,73.0508982,cafe
Islamabad Model School For Girls,33.7164303,73.0499371,school
یونائیٹڈ بینک لمیٹڈ,33.7195064,73.0527266,bank
بینک الفلاح,33.7190536,73.0527486,bank
سب وے,33.7194009,73.0533589,restaurant
Mr Chips,33.7195471,73.0537104,restaurant
MCB,33.7185582,73.0532515,bank
Silk Bank,33.7194408,73.0546742,bank
MJ's Bakery & Coffee House,33.7194022,73.0553382,restaurant
Muslim Commercial Bank,33.7199399,73.0546168,bank
مکڈونلڈز,33.7202854,73.0555366,restaurant
Tayto Burgers,33.7203457,73.0554308,restaurant
Kabul Restaurant,33.7211618,73.0561589,restaurant
فیصل بینک,33.7207985,73.0579625,bank
Captain Cook's,33.7217562,73.0573952,restaurant
میزان بینک,33.7219272,73.0583983,bank
PlanC,33.7218302,73.058805,restaurant
Tiramisu Restaurant,33.7214809,73.0592852,restaurant
اسٹینڈرڈ چارٹرڈ,33.7233617,73.0600404,bank
Yummy - 36 Restaurant,33.7229255,73.0596366,restaurant
Habib Bank,33.7226433,73.0587728,bank
Café Burn out,33.7228254,73.059838,cafe
Supernova school,33.7164393,73.0510603,school
چینی ہوٹل,33.7116171,73.0551622,restaurant
Farooq Refreshment,33.7150945,73.0546434,restaurant
Khushhali Bank Limited,33.712486,73.0569574,bank
Urumqi Muslim Restaurant,33.7164252,73.0568212,restaurant
Beaconhouse School System,33.7138842,73.0595701,school
Lal Masjid,33.7199097,73.068335,mosque
Lahore Restaurant,33.7149284,73.0201208,restaurant
الائیڈ بینک,33.7146967,73.019298,bank
ایم سی بی بینک,33.7147659,73.0192819,bank
Habib bank,33.7155212,73.0190342,bank
DSG Mess,33.7123231,73.0141177,cafe
Falcon Shopping Center,33.716798,73.0103706,supermarket
The Lounge,33.7170618,73.0111877,restaurant
AHQ Mosque,33.7216139,73.0107324,mosque
ایچ بی ایل پاکستان,33.709045,73.0553881,bank
D.Watson Chemist,33.7088753,73.0555289,pharmacy
Shawarma stand,33.7089179,73.0554967,restaurant
Citi Lab,33.7092472,73.0567891,pharmacy
Shaukat Khanum Laboratory Collection Centre,33.7098416,73.0579085,pharmacy
اسٹینڈرڈ چارٹرڈ,33.7104311,73.0580815,bank
BankIslami,33.7103355,73.0579026,bank
Beewell Hospital,33.7100275,73.0582647,hospital
Dragon City Chinese,33.7106538,73.0585112,restaurant
Bank Of Khyber,33.7108095,73.0588384,bank
Domino's Pizza,33.7110768,73.0593078,restaurant
Wang Fu,33.7109178,73.0594997,restaurant
Jahangir Restaurant,33.7121005,73.0610957,restaurant
Red Onion,33.7121982,73.061267,restaurant
Soneri Bank Limited,33.7123687,73.0616155,bank
Karachi Restaurant,33.712023,73.0623767,restaurant
Bank Alfalah Islamic,33.7144254,73.065605,bank
Habib Metro Bank,33.7146589,73.0660506,bank
ڈنکن ڈونٹس,33.7156943,73.0680533,restaurant
Italian Pizza,33.7153099,73.0685093,restaurant
MCB,33.7164503,73.0695106,bank
عسکری بینک,33.7164068,73.069409,bank
بينک الحبيب,33.7168527,73.0702932,bank
Silk Bank,33.7170859,73.0709711,bank
Jamia Masjid Taqwiat-ul-Islam,33.7108866,73.0675359,mosque
Jam-e-Masjid Al-Habib,33.7111019,73.0702165,mosque
Federal Government Dispensar,33.7117683,73.0704198,pharmacy
Zarai Taraqiati Bank,33.7076602,73.0566407,bank
Qadria Masjid,33.7107137,73.0743531,mosque
Umer Mosque,33.712497,73.0767232,mosque
Malik Cash& Carry,33.7072679,73.0668814,supermarket
Hotel Blue Sky,33.7066071,73.0676033,restaurant
Dar e Arqam School,33.7063759,73.0671433,school
Oshal Restaurant,33.7068844,73.0688853,restaurant
Taste and Take,33.704967,73.0678723,restaurant
Madina Restaurant,33.7052156,73.0676948,restaurant
Minahil Pharmacy,33.7054526,73.0681151,pharmacy
National Savings Bank,33.7054372,73.0694612,bank
Food Street,33.705164,73.069478,restaurant
Islamabad Model College For Boys G-7/4,33.7040084,73.0733378,school
Hungers Hut,33.7054761,73.0734845,restaurant
Hotel Al-Umar & Restaurant,33.7034937,73.072011,restaurant
Lassi Dhaba,33.703386,73.07178,restaurant
عباسی ریستوراں,33.6991011,73.0710786,restaurant
Capital Cafe,33.6986146,73.0707742,cafe
FUUAST Cafe,33.698561,73.0708734,cafe
Murshid Ji Restaurant,33.6982509,73.0695135,restaurant
Jaamia Masjid Al-Rasheed,33.6946255,73.0522566,mosque
The Educators National Campus G-8,33.6935109,73.051436,school
عسکری بینک,33.6962418,73.0496378,bank
New Bukhara Restaurant,33.6967306,73.0492768,restaurant
Abbasi Restaurant,33.6972047,73.0497192,restaurant
Fresh Juice Stall,33.6973048,73.0496272,cafe
United Bank - UBL,33.6973107,73.0498679,bank
یونائیٹڈ بینک لمیٹڈ,33.6977376,73.0495529,bank
Jamia Masjid Noor e Hanfia,33.6956757,73.0469438,mosque
Lavish Dine,33.6989125,73.0481392,restaurant
Kabuli Restaurant,33.6988713,73.0480365,restaurant
Shaheen Chemist,33.6992541,73.0487727,pharmacy
Waheed Chemist And Optics,33.6991657,73.0485887,pharmacy
Shah G Foods,33.6993365,73.0495761,restaurant
Bilal Cafe,33.6992011,73.0497318,cafe
Jamia Masjid PIMS,33.7003521,73.0518836,mosque
Arshi Masjid,33.6877063,73.0489724,mosque
بینک الفلاح,33.6880062,73.0500384,bank
Raja Resturant,33.6896327,73.0541399,restaurant
G-8/1 Mosque,33.6903748,73.0530286,mosque
میزان بینک,33.6907753,73.054869,bank
HBL G-8 Branch,33.6910889,73.0554333,bank
ایم سی بی بینک,33.6914272,73.0561163,bank
Postal Dispensary,33.6930909,73.0570095,pharmacy
Ali Restaurant,33.692562,73.0576695,restaurant
Masjid Imam Bukhari,33.6983707,73.0580303,mosque
Masjid Alfateh,33.697508,73.0600476,mosque
"Askari Bank, G-8 Markaz",33.6962882,73.0498049,bank
Jinnah Officers Club,33.6517419,73.1588277,cafe
Kandahar restaurant,33.6674075,73.073303,restaurant
Muzammil Arcade,33.6544119,73.0983038,supermarket
Aamir plaza sohan islamabad,33.6524538,73.0985291,supermarket
jamia masjid imam hussain,33.6431072,73.1079061,mosque
Granday-I,33.5581243,73.1211501,supermarket
مسجد عبد المجید,33.5585671,73.1203484,mosque
Dr.  Zia ul Haq MBBS Karam abad,33.6015683,72.9791653,hospital
Noori,33.6260067,73.0855441,mosque
Bhara Koh CNG,33.7462402,73.1917764,fuel
Haleem Ghar,33.7101662,73.0575666,restaurant
Al-Amin Chemist,33.6685086,72.9969804,pharmacy
The Knowledge School,33.6380118,72.9182258,school
SLS school,33.5705506,73.0605257,school
National bank,33.6759542,73.0286373,bank
Amanat Eye hospital,33.7221706,73.063908,hospital
امیر مارکیٹ,33.708841,73.0635303,supermarket
ایچ بی ایل پاکستان,33.5997567,73.0139136,bank
Medix Plus,33.5652284,73.1523104,pharmacy
Market,33.560851,73.041813,supermarket
Bauuz,33.7240521,73.063299,cafe
Ravi Gass,33.60709,72.8553396,fuel
Riphah International Dental Hospital University,33.6524304,72.9584212,hospital
al ghazal restaurant,33.6468411,73.0371591,restaurant
askari bank,33.6468629,73.0372933,bank
united bank,33.6131148,73.05555,bank
Royal Elephant Thai Restaurant,33.73241,73.0868684,restaurant
کینٹکی فرائیڈ چکن,33.6333601,73.0707041,restaurant
محمدی نہاری ہاؤس,33.6335973,73.0707183,restaurant
Reliance Hospital,33.5503077,73.1256281,hospital
KFC,33.5850362,73.0893556,restaurant
مکڈونلڈز,33.70771,73.0493941,restaurant
Bank of Punjab,33.6877289,73.0324034,bank
بينک الحبيب,33.6876715,73.0323056,bank
سونیری بینک,33.6877057,73.0323606,bank
FG School,33.6244726,72.9537257,school
Maj Gen Salman Ali Clinic,33.5969941,73.0412225,hospital
Agha Khan Laboratory Blue Area,33.7117407,73.062044,hospital
Standard Chartered,33.7211261,73.058693,bank
gulshan plaza,33.6255526,72.9703325,supermarket
OX & Grill,33.5521517,73.1389354,restaurant
Shell Petrol pump,33.6438919,73.0493253,fuel
Apna CNG,33.6407931,73.04389,fuel
Golden CNG,33.6407269,73.0436302,fuel
Boots Pharmacy Grocery Cosmetics,33.6246231,72.9724163,pharmacy
KKT Orthopedic Spine Center,33.6245387,72.9726232,hospital
CNGRawal Gasco,33.6221285,72.9775656,fuel
Ahsan Restaurant,33.6204688,72.9799007,restaurant
Kiani Sweets & Bakers,33.6186241,72.9825532,restaurant
Range Palace,33.6007211,73.010114,restaurant
New Al Madina Shenwari Tikka & BBQ Jhangi Syedan,33.6236974,72.9513135,restaurant
Railway Hospital,33.6191432,73.0340847,hospital
Attock Petrolium,33.6002996,73.0100539,fuel
Beacon House School System,33.5921901,73.0674152,school
Civil Aviation Medical Center,33.5593285,72.8431763,hospital
Rahnuma Foods,33.6128191,72.9924261,restaurant
Iqra Roza-tul-Atfal High School,33.6124855,72.9896901,school
Chai O'Clock,33.7231023,73.0599981,cafe
Gilgit Baltistan Dry Fruit Merchant,33.5948839,73.0543485,restaurant
Attock Petrolium,33.6038253,73.0062774,fuel
Gracious Model School Rehman Rown Jhangi syedan,33.6229205,72.9397221,school
city lab,33.6290729,73.069768,pharmacy
Cafe M,33.6979325,73.0119159,cafe
Hascol Petrol Station,33.6083306,73.0824266,fuel
jinnah block,33.6665849,73.0503203,school
Fatima School,33.7097558,73.0454426,school
Masjid Qubba,33.6025429,73.017656,mosque
DOT Restaurant,33.5659266,73.1285444,restaurant
Health Services Pharmacy,33.6455474,73.0922834,pharmacy
یونائیٹڈ بینک لمیٹڈ,33.7118352,73.0612173,bank
بینک الفلاح,33.6957678,73.0132871,bank
Dar-e-Arqam School,33.5770272,73.0421401,school
Bangali samosa,33.7239132,73.0733636,restaurant
Shaheen Chemist,33.669264,73.0002249,pharmacy
Pizza Shop & Fried Chicken,33.7123089,73.0526834,restaurant
Speech Therapy STCICLD,33.635038,73.0715097,hospital
میزان بینک,33.6149097,73.1346056,bank
میزان بینک,33.6532551,72.9674712,bank
Bank Al-Habib,33.65306,72.9676201,bank
Grocery Store,33.6550189,72.9637776,supermarket
جی-13 مركز,33.652318,72.9660878,supermarket
Islamabad Diagnostics Center,33.6685704,72.9971978,hospital
Dwatson Chemist,33.6700654,72.9995931,supermarket
The Smart School Systems,33.6444033,73.0485323,school
OT Complex CMH,33.5788323,73.0467102,hospital
Family Medical Wing,33.6102975,73.0855158,hospital
Mellow Mart,33.6513474,72.953016,supermarket
Epic Fish and Shinwari,33.645394,72.9784558,restaurant
مکڈونلڈز,33.6452977,72.9757636,restaurant
Army Public School FWO,33.602602,73.0878587,school
Bank of Punjab,33.6134044,73.0675615,bank
Mehar CNG Station,33.6672425,72.9956338,fuel
Buland Market,33.6736864,73.0127517,supermarket
LEAPS International School,33.6361963,73.0465937,school
Al-Nafees Market,33.6070985,73.0544992,supermarket
پاکستان اسٹیٹ آئل,33.5744123,73.0149073,fuel
الائیڈ بینک لمیٹڈ,33.5782953,73.0260049,bank
Cafe garageq,33.6935151,72.9840829,cafe
Prof Dr. Aslam Chaudhry ENT Specilist,33.6386926,73.0632605,hospital
حیدر آبادی چٹخارہ,33.6932211,73.0139615,restaurant
Chattha's,33.6908182,72.9996804,restaurant
Utility Store,33.6009651,73.0021556,supermarket
MCB Bank Limited,33.7097575,73.0572941,bank
Uniquee CNG Pump,33.6411896,72.9679895,fuel
Meet up Cafe,33.6457559,72.9643974,cafe
Shaheen Chemist,33.7089655,73.0554701,pharmacy
Abid Hospital,33.7191069,73.0755159,hospital
Anwar Capital Hospital Pharmacy,33.6453905,72.9643448,pharmacy
Altaf Shinwari,33.5992346,73.0566381,restaurant
Jamiya Mosque Faidhan e Ghautia Ridhweeha,33.6504219,72.953557,mosque
Mirchi Foods,33.6512573,72.952877,restaurant
Food Nation,33.6510977,72.9536033,restaurant
ایچ بی ایل پاکستان,33.6506326,72.9713617,bank
Royal Biryani House,33.6508812,72.9715403,restaurant
Hot N Spicy,33.6502398,72.9711417,restaurant
Awami Resturant,33.6504572,72.9708979,restaurant
Laziza Cafe,33.6552153,72.9628062,cafe
Jamiya Masjid Ali Al-Murtaza,33.65781,72.9633231,mosque
4 Season Foods,33.6500266,72.9708299,restaurant
Big Burger,33.6454301,72.9643336,restaurant
The Smart School,33.6456162,72.9676815,school
Clinics and Diagnostics Hospital,33.645756,72.9637335,hospital
Naan Village,33.6452551,72.9640507,restaurant
Biryani Center,33.6453578,72.964018,restaurant
Jamia Masjid Hussain,33.6455918,72.9644727,mosque
یونائیٹڈ بینک لمیٹڈ,33.6458882,72.9640661,bank
Amaan Sajji,33.6452975,72.9637772,restaurant
Masala Rasoi Resturant,33.6450705,72.963704,restaurant
Avon Mart,33.6457267,72.9640285,supermarket
Excelsior School System,33.6451706,72.9620534,school
Bismillah Naan Center,33.6451517,72.9635471,restaurant
Big B Pizza,33.6453361,72.9642508,restaurant
Al Mustafa Jamia Masjid,33.6504639,72.961508,mosque
Salfi House,33.5631047,73.1419481,hospital
Masjid Imam Muhammad Baqir,33.6565447,72.9678669,mosque
Masjid Farooq-e-Azam,33.6557511,72.9672605,mosque
الائیڈ بینک,33.6425863,72.951884,bank
The Message Schools of Quality Learning,33.6428184,72.9549178,school
Babu Sons Supermarket,33.6418487,72.9534953,supermarket
Pearl Arcade,33.6426068,72.9524348,supermarket
Lala Ayub Khokha,33.6678868,73.0080422,restaurant
Haseeb Hotel,33.6683407,73.00701,restaurant
Dastarkhawan Fesabil Allah,33.678356,73.0003394,restaurant
Karachi Eman Biryani,33.6689128,72.9999623,restaurant
Silver Bistro,33.6682465,72.9967649,restaurant
Mansoor Restaurant,33.6700612,72.9988429,restaurant
الائیڈ بینک لمیٹڈ,33.6694443,72.9990499,bank
Crispy Broast,33.6684895,72.9973694,restaurant
Pizza Inbox Islamabad,33.6682892,72.9969936,restaurant
Bannu Gull,33.6680461,72.9972464,restaurant
Bismillah Shinwari Restaurant & BBQ,33.6671348,72.9979106,restaurant
Adnan Market,33.6721457,72.9914267,supermarket
Al Huda International School,33.6735858,72.9908893,school
Crunchies Fast Food,33.6697666,72.9998379,restaurant
Hot n Spicy Chinese Cuisine,33.6689635,72.9977943,restaurant
Faysal Bank Limited,33.6681045,72.9970816,bank
Zeeshan,33.667498,72.9974215,restaurant
Eat n Shake,33.6679811,72.9980387,restaurant
Hakka Bakka Chinese Takeaway,33.6738514,73.0150979,restaurant
Rang Mahal,33.6765444,73.017076,restaurant
Shah Ji,33.6756531,73.0160172,restaurant
Capital Delights,33.6692891,73.0112652,restaurant
Zaika Des Des Ka,33.6699164,73.0123233,restaurant
Al-Inaab Lebenese Kitchen,33.675314,73.0140455,restaurant
Chinese Restaurant,33.6815494,73.0100219,restaurant
بینک الفلاح,33.6875067,73.0321963,bank
Al-Fateh Market,33.6956165,73.0344312,supermarket
Khan Chips & Burgiro,33.6920704,73.0300808,restaurant
Foody Moody,33.687253,73.0323677,restaurant
Yamaha Capital Motors,33.6735426,73.0201817,supermarket
Ali Hospital,33.6794571,73.0333924,hospital
Bua,33.6878659,73.0410235,cafe
Abdul Shakoor Afghani Burger,33.6926222,73.0383822,restaurant
Okara Dairy,33.6862891,73.0429663,restaurant
Original Afghani Burger,33.6862931,73.0427001,restaurant
Delight Afghani Burger,33.6863858,73.0424938,restaurant
Lahore,33.685858,73.0442858,restaurant
Khyber Shinwari,33.6852419,73.043996,restaurant
Sufi,33.6856972,73.0448128,restaurant
Karachi Student Biryani,33.6849182,73.04252,restaurant
Bhallu Burger,33.6859752,73.0454083,restaurant
Purana Khyber Shinwari Restaurant,33.684737,73.0419916,restaurant
Usman Sadiq Shaheed School for Boys,33.6970556,73.0567626,school
Shani Chips,33.6922174,73.0297317,restaurant
Careem Dhaba,33.6900081,73.023841,restaurant
Rab Nawaz Khoka,33.682039,73.013204,restaurant
Shinwari,33.6701546,73.0144669,restaurant
Healer’s Pharmacy,33.6754692,73.013833,pharmacy
Foothpath Ki Baat,33.6742127,73.014831,cafe
Karachi Naseeb Biryani Catering Centre,33.6710264,73.0168759,restaurant
TM Pharmacy,33.6760172,73.0144411,pharmacy
Medicin Square,33.6757188,73.01392,pharmacy
Zahid’s Barbecue Fish & Chicken,33.6753692,73.0139459,restaurant
Darraywal Afridi,33.675137,73.015383,restaurant
New Madina,33.675732,73.0147558,restaurant
The Broast Town,33.6770074,73.0152813,restaurant
Latif Health Centre,33.6764623,73.0156937,hospital
Attock Petrol Pump,33.6719246,73.0194088,fuel
ISB Fast Food,33.6775572,73.0249872,restaurant
Nasir’s Dhabba,33.6770264,72.9997077,restaurant
TestBank,33.6891866,73.0502338,bank
"Jolly Buns (Fast Food, Pizza Parlour & Cafe)",33.6733695,72.9964387,cafe
Dera Khyber,33.6684058,72.9991606,restaurant
Noomi Tuck Shop,33.669632,72.9996672,cafe
Capital Institute of Health Sciences (CIHS),33.6731737,73.0040255,hospital
Amigos Cuisine,33.668427,72.9995464,restaurant
New Quetta Shah G Cafe,33.6684674,72.9991892,cafe
بسم اللہ سجی ٹیک وے,33.663423,72.9963475,restaurant
اسٹریٹ 14 پیزا,33.6645796,72.9950506,restaurant
ویسٹ اینڈ پلازہ,33.6618316,72.9980905,supermarket
ماؤنٹ اسٹارٹ اکیڈمی,33.6615633,72.9927464,school
AIMMS,33.6685805,72.9974786,school
Foodball,33.6833895,72.9879082,restaurant
Dr. Shahid’s Clinic,33.655552,72.9633589,hospital
Al Fawz Academy,33.6965911,72.9816587,school
نوری ہسپتال اسلام آباد,33.6990693,73.052962,hospital
Aziz Tikka,33.5993047,73.0498128,restaurant
Entrance Cafe,33.6487138,72.9995939,cafe
Jango,33.6393961,72.9880189,cafe
Sliders,33.6932767,73.0154946,restaurant
یونائیٹڈ بینک لمیٹڈ,33.5722285,73.0387716,bank
میزان بینک,33.5722799,73.0391417,bank
الائیڈ بینک لمیٹڈ,33.5721614,73.039249,bank
عسکری بینک,33.5720854,73.0393214,bank
بینک الفلاح,33.5734442,73.0393482,bank
فیصل بینک,33.5728833,73.0382754,bank
Mubarak CNG,33.5737737,73.0394046,fuel
Utility Stores Corporation,33.5770152,73.0404354,supermarket
ایم سی بی بینک,33.5814816,73.0406725,bank
Bread 'n' Butter Restaurant,33.5945267,73.0535824,restaurant
بینک الفلاح,33.5824156,73.0337911,bank
The Bank of Punjab,33.582297,73.0305091,bank
عسکری بینک,33.5823216,73.0306046,bank
